epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.9209073781967163,0.0010000000474974513,0.32502904534339905,0.9291666746139526,0.21794787049293518
1,0.9793148040771484,0.0010000000474974513,0.07184745371341705,0.9663333296775818,0.1069815382361412
2,0.9853147864341736,0.0010000000474974513,0.05008736252784729,0.9651666879653931,0.11395139247179031
3,0.9891481399536133,0.0010000000474974513,0.03840068727731705,0.9779999852180481,0.07148166745901108
4,0.9914259314537048,0.0010000000474974513,0.030276410281658173,0.9725000262260437,0.08482757210731506
5,0.9932592511177063,0.0010000000474974513,0.024696454405784607,0.9746666550636292,0.08571348339319229
6,0.9947962760925293,0.0010000000474974513,0.01998591050505638,0.9711666703224182,0.09237455576658249
7,0.9962407350540161,0.0005000000237487257,0.013248342089354992,0.9706666469573975,0.0958273634314537
8,0.9978148341178894,0.0005000000237487257,0.00967897567898035,0.9778333306312561,0.07155626267194748
